text,type,label,word_count
good morning tom window company we’re set install new windows friday,,0,11.0
Hello is this Mrs Johnson My name is David from Consumer Rewards Center Weve been trying to reach you about a 100 gift card youve won Well its a random drawing and your phone number was selected Congratulations We just need to verify some information to ensure youre eligible Can you please tell me your full name and address I apologize for the confusion but we need to confirm your identity Its a security measure to prevent fraud Of course Were a reputable organization that partners with major retailers to offer rewards to deserving customers You can check our website if youd like Its consumerrewardscentercom Now lets get back to verifying your information CONSUMERREWARDSCENTER dot com Once we confirm your details well send you a link to claim your prize Youll need to pay a small processing fee of 20 to cover shipping and handling I understand your concern but its a separate payment required by our shipping department,reward,1,
Hello my name is Karen and Im calling from XYZ Insurance Company How are you today Were offering a special promotion on our health insurance plans and I was wondering if youd be interested in hearing more about it Absolutely Our plans offer more comprehensive coverage at a lower premium rate compared to our competitors Plus we have a 30day moneyback guarantee Theres no catch sir Were just trying to increase our customer base during this promotional period Would you like me to send you some information via email Oh no of course not We dont require any sensitive information at this stage We just need your email address to send you the details Thank you sir I actually used to work in customer service and I wanted a role that allowed me to interact with people more This job gives me the opportunity to help people find the right insurance plan for their needs Thank you so much sir It was a pleasure speaking with you and I hope our paths cross again someday,telemarketing,0,
police relative arrested pay bail bitcoin can’t provide names time running,,1,11.0
hey mike it’s anna left jacket cafe yesterday,,0,8.0
Hi Im calling to confirm the delivery of your new laptop Can you please verify your address We got it from our system You must have provided it when you made the purchase online Let me check Ah yes it says here you ordered a Dell Inspiron 15 5000 series No need to apologize we get it all the time too We just want to make sure our customers are protected Youre welcome Your laptop should arrive by tomorrow afternoon Have a great day,delivery,0,
hi it’s dave repair shop lawnmower’s ready pickup,,0,8.0
social security office there’s problem number must verify benefits stop calls faster urgent matters like,,1,15.0
hi rick city hall permit applied ready pickup clerk’s office,,0,10.0
dear customer insurance policy expiring renew providing banking info one you’re registered handle various providers,,1,15.0
limited time—unlock special investment returns act give account info enroll,,1,10.0
hi flight booking failed resubmit credit card ticket confirmation booking confirmed,,1,11.0
Hello is this Mr Johnson My name is David from SafeGuard Insurance Were offering a new policy that can save you up to 50 on your current premiums We got your information from public records Were trying to reach out to people who may be overpaying for their insurance Well yes We do offer policies but our main goal is to educate people on the options available to them Would you like me to run a quick comparison to see if we can find a better rate for you I completely understand sir Were a licensed insurance company and we operate with full transparency I can even give you our license number if youd like Its 1234567890 You can verify it on the states insurance website Thank you sir Im glad I could ease your concerns Now let me run that comparison for you,insurance,0,
Hi my name is John and Im calling from XYZ Insurance How are you today Were offering a special promotion on our life insurance policies and I was wondering if youd be interested in learning more about it Well were offering a 20 discount for new customers and it also comes with a free health checkup Of course The discount is only applicable for the first year and the health checkup is valued at 200 We also have a 30day moneyback guarantee if youre not satisfied with the policy Absolutely We have an A rating with the Better Business Bureau and weve been in business for over 20 years You can check out our website or reviews online to see what our customers have to say about us,insurance,0,
Hello is this John My name is David and Im calling from the customer service department of Amazon Weve noticed that there was an error on your recent purchase and we need to refund you 500 Let me check on that Okay it says here that the order number is uh 123456789 Well it says here that you bought a laptop but like I said there was an error and we need to refund you the money Were going to need you to provide us with your bank account information so we can deposit the refund directly into your account This is a special case and we need to handle it differently Trust me its completely safe and secure Let me go ahead and transfer you to my supervisor Hold for just a minute please Okay my supervisor is on the line now This is Rachel the supervisor I understand you have some concerns about the refund process Like I told you this is a special case and we need to handle it differently But if youre still unsure we can offer you an alternative method of receiving your refund We can send you a gift card for the amount of the refund and then you can use that to purchase whatever you want on Amazon Sir I assure you this is completely legitimate Were just trying to help you get your refund,refund,1,
qualified exclusive travel deals book providing payment details publicly available,,1,10.0
loan application approved send processing fee finalize,,1,7.0
Hello my name is David and Im calling from the Microsoft Windows Technical Support team Weve received a notification that your computer has been infected with a virus We have advanced systems in place to detect these kinds of threats Anyway we can help you remove the virus and provide a refund for the inconvenience Itll be 500 But first I need you to download a remote access tool so I can take care of the issue Its called QuickFixPro Yes its completely safe and trusted by millions of users Uh let me check on that  Okay its owned by a company called GlobalTech Solutions Ah no theyre actually based in India But dont worry theyre a reputable company Sure thing First you need to go to this website Its wwwdotquickfixprodotcomforwardslashsupport Yes yes its totally legit Look if youre not willing to cooperate then maybe this isnt for you Uh my employee ID is uh 3456 and my supervisors name is John Smith No no no You dont need to do that Were authorized representatives,refund,1,
hello i’m metro plumbing we’re confirming repair service monday 2,,0,10.0
hey it’s moira dance class coming rehearsal tonight 7,,0,9.0
get debt share card info we’ll consolidate debts,,1,8.0
you’ve reached cloud storage limit provide login info upgrade offer phone,,1,11.0
Hello this is Officer Johnson from the Social Security Administration Weve been trying to reach you about a suspicious activity on your social security number Weve received reports of fraudulent transactions being made using your social security number I need to verify some information to ensure your account is secure Im not at liberty to disclose that information over the phone But I need you to confirm your social security number so I can look into it further Maam I assure you I am who I say I am If you dont cooperate well have to suspend your social security benefits Uh let me check Ah yes Im from Department 3456 and my badge number is 7890 Well maam sometimes these things slip through the cracks But trust me were on top of it now Just give me your social security number and well get this resolved No no its all done over the phone I just need your social security number and well take care of the rest Yes maam take your time,ssn,1,
account compromised please provide online banking username secure,,1,8.0
hello sam north high school i’m calling let know daughter made debate team we’ll send details home tonight,,0,18.0
hello james windows services detected malware please install software guide,,1,10.0
government student loan forgiveness office share ssn details enroll,,1,9.0
Hello my name is John and Im calling from ABC Insurance Company How are you today Were offering a special promotion on our health insurance plans and I was wondering if youd be interested in learning more about it Well were offering a discounted rate for new customers who sign up within the next two weeks Its a great opportunity to save some money on your premiums Absolutely Our plan covers doctor visits hospital stays and prescription medication We also offer additional features like dental and vision coverage Of course I can give you some testimonials from our satisfied customers We also have an Arating with the Better Business Bureau Ha ha no way We would never ask for that kind of information over the phone Were a legitimate insurance company and we follow all industry standards when it comes to customer data Wow really Im glad I could pass the test Thanks for being honest with me,insurance,0,
crypto wallet hacked give us seed phrase restore funds lost,,1,10.0
good afternoon sharon lane apartment management still maintenance issue bathroom yes plumber 3 pm,,0,14.0
i’m leasing agency there’s overdue fee apartment pay avoid eviction,,1,10.0
lottery check ready send processing fees claim fortune,,1,8.0
good morning prescription refill ready downtown location,,0,7.0
hi jim hardware store tool reserved pickup,,0,7.0
hello michael banks fraud department weve noticed suspicious activity account please confirm card number verify identity,,1,16.0
Hi Im calling from XYZ Delivery Services I just wanted to confirm that youre available to receive your package today Its a delivery of some electronics you ordered online Let me check on that Can you please hold for just a second Okay Ive checked on the order and it says here that you purchased a new laptop Does that sound right to you Let me see according to our records you paid with your credit card Um let me check on that Ah yes The last four digits are 3456 I apologize for the confusion Its possible there was an error on our end Can I put you on hold again while I investigate further Okay Ive spoken to my supervisor and it looks like we made a mistake There is no order under your name Thank you We try our best to ensure accurate information Sorry again for the inconvenience,delivery,0,
hello you’re qualified preapproved credit card give info we’ll send mail phoneonly offer—faster exclusive,,1,14.0
hello mr andrews hi name’s dana lakewood library im calling inform books reserved available pickup,,0,15.0
Hello my name is Karen and Im calling from XYZ Company Were offering a special deal on our new software that can help you manage your business more efficiently Well weve been going through our database and noticed that your company could benefit from our product Uh let me check on that ahem Okay it looks like we got your information from a public business directory We dont have any sensitive data on you just your company name and contact info Our software has some unique features that set it apart from the competition For example it has advanced analytics and automation tools that can help streamline your workflow Absolutely Weve had several clients in the past whove seen significant increases in productivity and revenue after using our software Of course We have a 30day moneyback guarantee and a dedicated customer support team available 247 to help with any issues you may have No worries at all Thank you for being openminded and giving me a chance to explain our product If you ever need anything in the future feel free to reach out to us,telemarketing,0,
noticed profile needs verification social media blue check send password id review we’re fasttrack team details needed,,1,17.0
good evening mr barnes mrs riley homeowners association attending annual meeting saturday,,0,12.0
officer smith local law enforcement pay legal fee wire transfer court date,,1,12.0
hi derek greenhouse garden supply seed order ready pickup we’ll register,,0,11.0
child arrested needs bail money urgently custody county jail send money account right away,,1,14.0
Hello my name is Karen and Im calling from XYZ Insurance How are you today Were offering a special promotion on our life insurance policies and I was wondering if youd be interested in learning more Well were offering a discounted rate for new customers who sign up within the next two weeks Its a onetime opportunity to save some money on your premiums Absolutely XYZ Insurance has been around for over 20 years and we have an A rating with the Better Business Bureau Were a reputable company with thousands of satisfied customers Of course Take all the time you need Ill wait Ha ha no we wouldnt do that Were a legitimate company and we want to make sure our customers feel comfortable and informed before making any decisions No problem at all Im glad I could pass the test If youre still interested in learning more about our promotion Id be happy to answer any questions you have,telemarketing,0,
Hello my name is John and Im calling from XYZ Company Were offering a special deal on our premium insurance packages Well weve been going through our records and it seems youre not currently covered We can offer you a great rate if you sign up today We purchase lists from reputable sources But let me assure you our services are completely legitimate and we have many satisfied customers Absolutely Our headquarters is located at 123 Main St Anytown USA You can even look us up online Of course Let me transfer you to my manager Rachel Shell be happy to answer any questions you may have Great Ill send over the contract and we can finalize everything Thank you for choosing XYZ Company,telemarketing,0,
good afternoon ruth meals wheels we’re running little late today delivery arrive 2,,0,13.0
hey julia it’s megan soccer team game sunday different field wanted make sure knew,,0,14.0
Hello this is Karen from the customer service department of Amazon How are you today Weve been trying to reach you regarding an issue with your recent purchase It seems there was an error on our part and we need to refund you 500 I apologize for the confusion Let me check on that Can you please confirm your name and address for me I understand your concern but I need to verify your identity to process the refund Its a standard procedure Thank you Mr Smith Now I need you to go to your computer and access your bank account Ill guide you through the refund process I assure you sir this is a legitimate process Weve had some issues with our system and we need to refund the money to your account directly Sir Im just trying to help If you dont cooperate youll never receive your refund,refund,1,
computer sending us error messages could infected please let help fix critical errors give access remove,,1,16.0
Hello my name is Karen and Im calling from Customer Service How are you today Im calling from the Customer Service department of a popular online retailer Weve been trying to reach you about a special promotion Youve been selected to receive a 500 gift card as a valued customer All you need to do is answer a few questions to claim your prize Just some basic information to verify your identity Can you please tell me your name and address I understand your concern Let me assure you this is a legitimate offer You can check our website to verify the promotion But you need to act fast as this offer is only valid for a limited time Im afraid thats not possible You need to claim your prize now or it will be forfeited Can I just get your credit card information to process the gift card,reward,1,
online password expire share current password reset it’s protocol keep protected,,1,11.0
hello steve fresh grocers curbside order ready pick anytime today,,0,10.0
upgrade antivirus license prevent malware,,1,5.0
you’ve selected secret shopper receive assignment send payment information initial task funds fee guarantees select serious participants,,1,17.0
hi credit card company request new card someone using info need current number cvv stop,,1,15.0
hi i’m calling confirm catering order tomorrow it’s thompson,,0,9.0
outstanding balance medical bill let’s verify dob insurance number,,1,9.0
Hello my name is Karen and Im calling from the customer service department of a popular online retailer Weve been trying to reach you about a free 500 gift card that youve won in our recent promotion Well we randomly selected your email address from our database and you were chosen as one of our lucky winners All you need to do is provide us with some information to verify your identity so we can process the reward Just your full name address and credit card number to confirm your identity Its just a security measure to ensure that the gift card is sent to the right person Dont worry its completely safe and secure I understand your concern but this is an online promotion and we dont have physical stores Besides this is a limitedtime offer and if you dont act now the gift card will be given to someone else Uh well we got it from a thirdparty vendor And as for the promotion it was advertised on our website and social media channels Im afraid that page has been taken down since the promotion has ended But trust me it was a legitimate offer and many people have already received their gift cards My supervisor is not available right now but I can assure you that everything is legitimate and above board If you dont take advantage of this offer now youll be missing out on a great opportunity Wait dont hang up Youre really close to getting your gift card Are you sure you wont reconsider,reward,1,
Hi Im calling from XYZ Delivery Service I just wanted to confirm that your package is scheduled to arrive today Its 123456789 Can you please confirm your address to ensure its going to the right place Let me check Okay it says here that its a book you ordered from an online retailer Absolutely I can give you our customer service number and you can call us back to verify We also have a website where you can track your package Youre welcome Your package should arrive within the next few hours Have a great day,delivery,0,
i’m bank’s visa team make 400 charge recently reply yes confirm,,1,11.0
good day package undelivered due address issue please confirm full name address redelivery process shipments major couriers address confirmation help,,1,20.0
hi linda food pantry we’re grateful recent donation wanted thank personally,,0,11.0
Hello this is John from Windows Technical Support Weve received a report that your computer has been infected with malware We have advanced software that detects these kinds of issues I can help you fix the problem remotely if you give me access to your computer Its proprietary technology developed by our team But dont worry about that lets focus on fixing your computer Can you please download this remote access tool so I can take a look Absolutely Its completely safe and widely used by our customers Ill guide you through the process step by step Well if left unchecked it can steal your personal information crash your system and even lead to identity theft Of course Let me give you our companys registration number and website You can verify our authenticity online Uh Im not suremy supervisor is currently unavailable But trust me Im here to help you We accept all major credit cards and PayPal But dont worry about that now lets focus on fixing your computer first Sure thing Ill call you back in an hour Just remember the longer you wait the more damage the malware can do to your computer,support,1,
hello library calling mr patel two books almost due need time,,0,11.0
Hello congratulations Youve been selected to receive a free 1000 gift card from our company You were randomly chosen from our database of loyal customers Its American Consumer Rewards Were a reputable company that gives back to our customers Of course Were a leading rewards program that partners with major brands to provide exclusive offers to our members All you need to do is provide some basic information to verify your identity and well email you the gift card code Just your name address and social security number Dont worry its completely secure and necessary for verification purposes only Let me check if my supervisor is available  Yes shes available now Please hold for just a minute,reward,1,
Hello my name is John and Im calling from Microsoft Technical Support Weve received alerts that your computer has been infected with malware Well we have a system in place that monitors all computers connected to the internet and your IP address showed up on our radar Uh its proprietary information but trust me its very advanced Whats important is that we need to fix your computer ASAP Ill need you to open the Event Viewer on your computer so I can walk you through the process Ah yes well its just a diagnostic tool we use to identify the issue Dont worry about the details just open it for me Uh my ID number is um MTS4567890 My supervisor is not available right now But I assure you Im a legitimate technician Its a very rare and dangerous virus If we dont act fast it could wipe out all your data Good question You see this is a special case because uh your computer is part of a beta testing program and we need to resolve this issue manually Maybe you didnt realize you were part of it Anyway lets focus on fixing your computer Shall we get started,support,1,
hi online grocery order ready curbside pickup 3 pm,,0,9.0
hi jessica son’s math teacher schedule time discuss progress,,0,9.0
Hi Im calling from XYZ Delivery Service I just wanted to confirm that your package is scheduled to be delivered today Let me check on that for you Okay it says here that youre receiving a new laptop I apologize for the confusion It looks like there might have been an error on our part Can you please confirm your order number so I can look into this further We got your phone number from the shipping information provided by the sender Its our policy to contact customers to confirm deliveries My supervisors name is Karen Thompson Would you like me to transfer you to her Ha ha no problem at all Im glad I could help clear things up Well make sure to get your book delivered to you as soon as possible,delivery,0,
hello utility account arrears pay prepaid gift card avoid disconnection,,1,10.0
Hello is this 5551234 Hi Im trying to reach John Smith Is he available Oh Im so sorry I must have dialed the wrong number Can you tell me whose number this is I apologize again for the mistake Thank you for letting me know,wrong,0,
amazon needs account info verify large gift card purchase someone else might lets secure profile immediately,,1,16.0
hi i’m cozy home furniture sofa delivery scheduled tomorrow,,0,9.0
financial advisor—market shifts require changes account confirm account updates direct line we’re using backup systems,,1,15.0
water bill double unless update account details provide info avoid charge,,1,11.0
Hi is this 5551234 Oh Im so sorry I must have dialed the wrong number I was trying to reach my friend John Yeah that would be great Can you tell me what number I just dialed Okay thanks Ill make sure to get it right next time,wrong,0,
Hello my name is John and Im calling from XYZ Company Were offering a special deal on home security systems Well weve had reports of increased burglaries in your area and we want to make sure our customers are protected Ah no we get our information from various sources But I can assure you our systems are topnotch and will give you peace of mind We have different packages starting at 99 But if you sign up now well throw in a free installation worth 200 Absolutely Let me check on that for you  Okay yes we have several customers in your zip code who would be happy to provide a reference Ha Yeah we get that a lot Were trying to change the reputation of telemarketing one call at a time,telemarketing,0,
i’m shipping company package undeliverable provide exact address postcode i’ll confirm address due privacy rules,,1,15.0
hi timothy parkside apartments maintenance request scheduled tomorrow morning 9 10,,0,11.0
im mortgage lender payment bounced must glitch share bank account verify,,1,11.0
you’ve free groceries year need small deposit secure spot full amount refunded one month,,1,14.0
good afternoon free vacation hawaii congratulations randomly selected customer database need address small fee process,,1,15.0
hello emily animal shelter i’m checking you’re still interested adopting terrier puppy tomorrow 2pm works,,0,15.0
phone number selected cash prize,,1,5.0
outstanding loan settle today we’ll begin legal proceedings debt dates back several years transfer funds close case,,1,17.0
hi mr ramirez it’s matt lawnpro we’ll mowing lawn thursday afternoon requested,,0,12.0
good morning mrs colson daniel oakwood cleaners found earring one coat pockets,,0,12.0
Hello my name is John and Im calling from Microsoft Technical Support Weve received a notification that your computer has been infected with malware Well we have a system in place that monitors computers for suspicious activity And yours showed up on our radar It was showing signs of a Trojan virus But dont worry I can help you fix it remotely Ill just need you to download a small program that will allow me to access your computer Its called TeamViewer Have you heard of it Yes it is Thats why we use it Its completely safe and trusted Because Im calling you from Microsoft If I were a scammer would I be calling you directly Let me check  Yeah its the Windows Defender Alert virus Its a pretty common one It steals your personal information and crashes your system But like I said we can fix it easily with the TeamViewer program,support,1,
Hello is this 5551234 Im trying to reach Johns Pizza I ordered a large pepperoni pizza and I want to know when it will be ready What But I couldve sworn this was the right number Can you tell me what number I dialed Thats what I thought I must have misdialed Sorry to bother you Yeah thats a good idea Thanks for your help,wrong,0,
good evening erin animal shelter we’re updating volunteer list—are still interested helping saturdays busiest,,0,14.0
i’m lawyer calling behalf deceased relative you’re set inherit money need pay small release fee disclose information confirming identity,,1,19.0
hello glen neighborhood watch community meeting next wednesday hope see,,0,10.0
good afternoon it’s daniel yoga studio there’s new class starting next week you’re interested mondays 7 pm,,0,17.0
hello ella wonderpets letting know supplies order ready,,0,8.0
failed report jury duty pay fine avoid arrest mails sometimes lost pay 150,,1,13.0
hi mr logan rita riverside elementary confirming volunteer shift friday,,0,10.0
hi calling tailor’s touch suit alterations complete ready pickup,,0,9.0
hi sarah dentist’s office i’m calling confirm appointment tomorrow 11 great look forward seeing please remember bring insurance card,,0,19.0
Hi my name is John and Im calling from ABC Insurance Company Were offering a special promotion on our health insurance plans Can I speak to the head of the household please Well were offering a discount of up to 20 on our premium plans for new customers who sign up within the next two weeks No trick at all Its just a limitedtime offer to attract new business Were a licensed insurance company and weve been in business for over 10 years Ah great question Well provide you with a written confirmation of your premium rate and the discount will be clearly stated on your policy documents You can also verify our licenses and ratings with your states insurance department Absolutely Our premium plan covers hospital stays doctor visits prescriptions and even some alternative therapies like acupuncture and chiropractic care Of course Id be happy to send you an email with all the details Would you like me to include some testimonials from our satisfied customers as well,insurance,0,
hi calling remind car due servicing next week would like book slot,,0,12.0
Hello this is John from Microsoft Technical Support Weve been receiving alerts that your computer has been infected with a virus Its a very malicious one sir Its spreading rapidly across the internet But dont worry we can fix it for you We have advanced monitoring software that detects these types of threats Its a free service we provide to our customers Yes of course Its a complimentary service for all Windows users Now let me guide you through the process to remove the virus We just need your Windows login credentials and access to your computer remotely Sir I assure you were a legitimate company We have the highest level of security protocols in place You can trust us Uh let me check on that  Ah yes my employee ID is uh 123456 And you can reach me at  Yes of course sir Take your time Ah well sometimes these viruses are too advanced for regular antivirus software to detect Thats why we have our special monitoring software Oh its free for now but well need to charge you a small fee for the repair services Itll be around 200 Ah yes let me see,support,1,
membership rewards club expiring renew 999 call card details phone renewals promotion,,1,12.0
good morning queenie city florist bouquet delivery scheduled 1 pm good time,,0,12.0
Hi my name is Karen and Im calling from Green Earth Cleaning Solutions How are you today Were offering a special promotion on our ecofriendly cleaning products and Id like to tell you more about it Ah sure thing We purchased a list of numbers from a reputable company that provides us with leads Let me check okay its called DataMax Inc Absolutely Their phone number is 5551234 and their website is datamaxinccom Ha ha no way Were a legitimate business and we want to make sure our customers feel comfortable working with us,telemarketing,0,
good morning i’m calling betterbank verify deposit made yesterday,,0,9.0
i’m mobile provider’s fraud team found suspicious sim activity need pin,,1,11.0
good afternoon susan library interlibrary loan book arrived,,0,8.0
Hello my name is John and Im calling from XYZ Corporation Were offering a special deal on our new security software Well it has advanced features that can detect and remove even the most sophisticated malware Weve been around for over 10 years and have an A rating with the Better Business Bureau Actually I can do better than that I can give you the contact information of our CEO who would be happy to speak with you directly Ha Well Im glad I passed the test Were a legitimate company and we value transparency No worries at all Its actually refreshing to talk to someone whos cautious and does their due diligence,telemarketing,0,
hey it’s ben running club group meets 7 pm week due daylight saving changes,,0,14.0
notice overdue student loans settle today avoid increased interest need reply message,,1,12.0
hi dad checking got photos sent glad liked we’ll visit next weekend,,0,12.0
covid19 relief funds available apply send id ssn application received,,1,10.0
referred friend moneymaking program it’s confidential join,,1,7.0
Hello is this Mrs Johnson My name is Karen and Im calling from the Consumer Rewards Department How are you today Weve been trying to reach you Mrs Johnson Youve been selected to receive a 500 gift card from one of our major retailers All you need to do is pay a small processing fee of 25 We just need your credit card information to process the payment I assure you Mrs Johnson this is a legitimate offer Weve already sent out thousands of these gift cards to satisfied customers You can check our website if you dont believe me Well if youre not interested in receiving the gift card thats okay But I have to let you know that this offer will expire in the next 24 hours Okay Mrs Johnson But like I said this offer wont be available after 24 hours Are you sure you wont reconsider,reward,1,
good afternoon laundry delivered today 7 pm please payment ready,,0,10.0
you’ve selected free cable upgrades confirm address payment qualify it’s available special phone offer,,1,14.0
confidential files pay keep made public,,1,6.0
Hello is this 5551234 Im trying to reach Johns Pizza I ordered a large pepperoni pizza for delivery What But the phone book said this was Johns Pizza Can you tell me what number I dialed Thats what I thought I couldve sworn Okay thanks Sorry to bother you,wrong,0,
electricity disconnected 30 minutes nonpayment pay 200 keep supply payment prevent shutoff,,1,12.0
paypal account limited due suspicious activity restore access click link texted log it’s new security link please complete reactivate transactions,,1,20.0
Hello my name is John and Im calling from Windows Technical Support Weve received a notification that your computer is infected with malware Its a very dangerous virus that can steal all your personal information But dont worry Im here to help you fix it We have a special software that monitors computers for malware Its a free service we offer to our customers Of course Its a new program weve developed to help protect our users from cyber threats But we need to act fast to remove the virus before it causes any damage Ill guide you through the process First can you please open your Event Viewer and tell me what you see Its a program on your computer that shows all the system events You can find it in your Control Panel Thats okay Sometimes the virus can hide itself Let me remote into your computer and take a look myself Ill give you a link to download a remote access tool Its completely safe and secure Its called TeamViewer Have you heard of it I assure you its a legitimate program We use it all the time to help our customers Sir we really need to take care of this today If we dont remove the virus it could cause serious damage to your computer Uh let me check on that,support,1,
westside family practice reminding telehealth appointment 4 pm tomorrow,,0,9.0
hey paul checking you’re free help move furniture weekend saturday morning,,0,11.0
hi it’s michael calling behalf volunteer food drive still help saturday,,0,11.0
reward points expire log link sent update account link special offers hurry points disappear,,1,14.0
Hello this is Officer Johnson from the Social Security Administration Weve had a report of suspicious activity on your social security number It appears that someone has been using your number to commit fraud I need to verify some information to ensure your account is secure Can you please provide me with your social security number so I can look into this further Maam I assure you I am who I say I am If you dont cooperate well have to suspend your benefits Ah well its possible its a mistake then But to be safe can you at least tell me the last four digits of your social security number We have our ways of tracking these things down Look maam Im trying to help you here Dont make this more complicated than it needs to be Hold on just a minute please,ssn,1,
hi principal’s office parentteacher conferences next week would like schedule time noted thank,,0,13.0
hello i’m representative corner café recent dining experience,,0,8.0
Hi is this John Oh I must have dialed the wrong number I was trying to reach John No thats okay Ill just try to look it up again Sorry to bother you You too Bye,wrong,0,
walgreens pharmacy prescription delayed unless pay copay now—card details please prescription way,,1,12.0
hi homefix technician arrive 2pm today,,0,6.0
Hello this is John from Windows Technical Support Weve received reports of a virus on your computer We have advanced software that detects these kinds of issues Can you please tell me what kind of antivirus software youre using No thats not sufficient You need to install our special tool to remove the virus Can you please go to this website and download the software Its completely safe I assure you The website is windowssupportcom Just type that in and follow the instructions If you dont remove it immediately it could delete all your files and steal your personal information But dont worry our software will take care of it,support,1,
hi i’m michael big bike rentals bike reserved ready pickup tomorrow morning 10 id credit card used reserve,,0,18.0
hello i’m tara creekside apartments maintenance request completed,,0,8.0
hi tina local election board polling location changed upcoming election it’s central middle school,,0,14.0
someone using email illegal purchases confirm password stop online slow,,1,10.0
hi olivia benton casey university admissions office acceptance packet mailed today,,0,11.0
hey it’s lisa book club meeting house month—just wanted check you’re coming,,0,12.0
Hi is this John Oh Im so sorry I was trying to reach John to discuss the project were working on Yeah Ill do that Sorry again for disturbing you You too Bye,wrong,0,
Hello congratulations Youve been selected to receive a free 500 gift card from our company You were chosen randomly from our customer database Its American Consumer Rewards Were a wellestablished company that rewards loyal customers Of course weve been in business for over 10 years and have given away thousands of gift cards Would you like to claim your reward now I completely understand your concern Let me assure you this is 100 legitimate We just need to verify some information to process the gift card Can you please provide me with your full name and address Absolutely let me give you our customer service number Its 18005551234 You can call us back anytime to confirm But if you want to claim your reward now I need that information Its a Visa gift card and it can be used anywhere Visa is accepted You can even use it online Ah activation is easy You just need to pay a small processing fee of 20 to cover shipping and handling We accept credit or debit cards only,reward,1,
package requires customs clearance pay duty fee immediately release,,1,9.0
hello candace better living insurance annual renewal due next week questions coverage,,0,12.0
hi laurie knitting group meeting 7 café right,,0,8.0
hi we’re processing background check new apartment confirm ssn sometimes doublecheck,,1,11.0
flight booking canceled unless confirm card,,1,6.0
hi linda rental agency available quick inspection friday,,0,8.0
Hello is this Mrs Johnson My name is David and Im calling from Customer Rewards Department Weve been trying to reach you for weeks now Youve been selected to receive a 1000 gift card from one of our major retailers as a valued customer Its based on your purchase history and loyalty with our partner companies Youve been a great customer and we want to show our appreciation All you need to do is provide some verification information to confirm your identity Just your full name address and the last four digits of your social security number I understand your concern but its completely safe and necessary for us to process the gift card Let me assure you its a secure line and only authorized personnel have access to the information Ah its actually a special rewards card that can be used at any of our partner stores And as a bonus youll also receive a free trial membership to our premium rewards program Let me see Ive been with them for about 6 months now Were a relatively new department but were growing rapidly Uh let me check on that for you Can you hold for just a minute,reward,1,
hi i’m calling update address,,0,5.0
outstanding medical bill settle lose insurance coverage,,1,7.0
Hello is this 5551234 Im trying to reach John Smith Is he available Oh Im so sorry I must have dialed the wrong number Can you tell me whose number this is Okay thank you for letting me know Ill make sure to correct my contact list,wrong,0,
increase credit score today—send financial info,,1,6.0
dear customer join vip rewards entering debit card info access exclusive offers,,1,12.0
get loan zero interest qualify provide income ssn,,1,8.0
Hello my name is John and Im calling from XYZ Corporation Were offering a special deal on our premium software package Well weve had great success with businesses in your industry and I think it could really benefit you Absolutely Were a legitimate company thats been in business for over 10 years We got your number from a public business directory I understand your concern but were not asking for any payment information over the phone If youre interested well send a representative to meet with you and discuss the details in person My supervisors name is Karen Johnson You can definitely call her to verify my identity and the legitimacy of our company,telemarketing,0,
hi lisa it’s mary day care jamie running slight fever would like us give medication we’ll keep close eye,,0,19.0
we’re law firm there’s urgent legal matter cant disclose details unless verify full name address,,1,15.0
Hello congratulations Youve been selected to receive a free 1000 gift card from one of our major retailers Weve been monitoring your online activity and youve been chosen based on your excellent browsing habits Uh yes its a special algorithm we use But anyway to claim your gift card I just need to verify some information Just your name address and social security number to ensure were sending the gift card to the right person I understand your concern but this is a secure line and your information will be deleted immediately after verification Ah yes Its from Walmart Youll be able to use it in any of their stores nationwide Like I said we monitor your online activity and we knew youd appreciate a gift card from one of the top retailers Sure thing Take your time,reward,1,
Hello my name is John and Im calling from Microsoft technical support Weve been getting reports of a virus on your computer Its a very serious one its been causing a lot of problems for our customers But dont worry I can help you fix it remotely We have advanced software that detects these kinds of things But I need you to go to your computer and open the Event Viewer so I can walk you through the process Its just a tool that shows us whats going on with your computer You can find it in the Control Panel Dont worry about that Ill guide you through it Just give me the error codes and Ill take care of the rest Um just give me any fivedigit code you see and well go from there Yes thats one of them Now I need you to download a program so I can access your computer remotely Its called LogMeIn Its completely safe and secure Yes its free But we need to hurry because the virus is spreading quickly,support,1,
Hi my name is Karen and Im calling from Green Earth Energy Were offering a special promotion on solar panels for homeowners in your area Uh our records show that you own a property at this address We obtained them from public records and real estate listings Were trying to reach out to people who might be interested in reducing their energy bills No absolutely not We just want to schedule a free consultation to discuss your options If youre interested one of our representatives will come to your home and assess your energy needs Actually yes We have a limited time discount for new customers but its only available if you schedule the consultation within the next two weeks Of course Ill send you a brochure and some testimonials from satisfied customers Would you like me to email that to you now,telemarketing,0,
emergency relative arrested needs bail transfer money asked keep private due embarrassment,,1,12.0
amazon account locked due missing info—send details unlock,,1,8.0
owe traffic fine another state mistakes happen pay avoid penalty fees,,1,11.0
congratulations number grand prize winner luxury cruise pay booking fee secure spot i’ll share payment due marketing contracts,,1,18.0
hi it’s maria child’s school i’m calling inform parentteacher meeting thursday 5 pm,,0,13.0
antivirus protection expiring renew using payment card,,1,7.0
hello i’m apple icloud breached confirm password fix,,1,8.0
account review fraud provide ssn clear name,,1,7.0
