text,type,label
Hello my name is David and Im calling from the Customer Service Department of Amazon Weve noticed that theres been a mistake with your recent order and we want to issue a refund It seems that we accidentally charged you twice for the same item Were very sorry for the inconvenience Of course To process the refund Ill need to verify some information with you Can you please confirm your full name and address Well it was just a technical glitch on our end But dont worry were taking steps to make sure it doesnt happen again The total amount will be 500 But like I said I need to verify some information to make sure it goes to the right person Yes Im positive Now can you please confirm your social security number so we can proceed with the refund Its just a standard procedure for refunds over a certain amount Dont worry its completely safe and secure Id rather we take care of this now while I have you on the line Time is of the essence when it comes to refunds Sure thing,refund,1
Hello my name is David and Im calling from the customer service department of Amazon Weve noticed that there was an error on your recent order and we need to refund you 500 Yes of course It seems that our system incorrectly charged you for an item you never received We apologize for the inconvenience and want to make it right by issuing a refund Ah no Unfortunately our system cant process refunds in that way We need you to provide us with your bank account information so we can deposit the refund directly into your account Absolutely Your reference number is 123456 You can verify it on our website if youd like Hmm thats strange Maybe its a technical issue on our end Let me escalate this to my supervisor and theyll get it sorted out Uh let me check on that  Okay my supervisors name is uh Karen Smith Shes been with Amazon for over 10 years,refund,1
Hello my name is John and Im calling from the refund department of Amazon Weve noticed that youve been overcharged on your recent purchase Yes of course Our system shows that youre eligible for a refund of 500 But we need to verify some information to process the refund We just need your full name address and credit card number to confirm your identity I understand your concern but this is a onetime offer and we need to process the refund today If you dont provide the information now youll miss out on the refund Let me check Ah yes its for a laptop you purchased last month I apologize for the mistake Maybe it was a different item then Can you please check your email to see if you received an email from us about the refund Uh well Yes thats true But this is a special case and we need to expedite the process,refund,1
Hello is this John Im calling from Amazon customer service Weve had a report of some unauthorized charges on your account and were issuing a refund Yes it seems someone made a purchase for 500 worth of electronics But dont worry were going to refund the full amount to you I can assure you sir this is a legitimate call I have your account information right in front of me Uh Im not authorized to share that information with you But I can verify your identity if you provide me with your social security number Its just a standard procedure sir We need to ensure the refund goes to the correct person Well be sending it via wire transfer All I need is your bank account information No no this is a special case We need to expedite the process You should receive it within the next 24 hours Let me check on that for you Hold for just a moment,refund,1
Hello this is Karen from the customer service department of Amazon How are you today Karen from Amazon customer service Weve been trying to reach you about a refund thats due to you Yes you are Weve had some issues with your recent order and we want to refund you 500 Dont worry about that its all taken care of To process the refund I just need to confirm some information with you Just your bank account number and routing number so we can deposit the refund directly into your account I completely understand but this is a secure line and its the only way we can process the refund If you dont give me the information you wont be able to get your refund Thats not necessary I assure you this is legitimate But if you want to call back thats fine Just make sure to call back within the next hour or the refund will be cancelled,refund,1
Hello my name is David and Im calling from the Microsoft Technical Support team Weve been monitoring your computer and noticed that youve been experiencing some issues with malware Its a very serious virus that can cause a lot of damage to your system But dont worry we can help you remove it for a small fee Like I said weve been monitoring your system We have access to all kinds of information about our customers computers Ah yes its called uh Windows Defender Virus Yeah thats it Yes its very new Thats why its so dangerous But like I said we can help you remove it for a small fee Its only 200 A small price to pay for the safety of your computer Absolutely If youre not completely satisfied with our service well give you a full refund within 30 days Oh I assure you this is completely legitimate Were a reputable company and we would never try to scam anyone Uh let me check on that for you  Okay my supervisors name is John Smith and his phone number is 5551234 Wait no Dont do that You dont need to call him Just trust me everything is fine Look just forget about calling my supervisor and lets focus on fixing your computer okay,refund,1
Hello this is John from Amazon customer service Weve noticed that theres been a discrepancy with your recent order and were going to issue a refund It seems that we accidentally charged you twice for the same item We apologize for the inconvenience The total amount will be 500 But before we can process it we need to verify some information Just your bank account number and routing number so we can deposit the refund directly into your account Our system doesnt allow us to do that in this case Trust me its a onetime thing and completely safe Of course let me transfer you to my supervisor Uh my ID number is uh 23456 Yes yes its real Look just hold on for one second while I transfer you to my supervisor No no dont do that You wont be able to get through to our department directly Just stay on the line and ���,refund,1
Hello this is John from the Microsoft Refund Department Weve been trying to reach you about a refund youre owed for a software purchase Yes of course According to our records you purchased a subscription to our premium security package last year and weve issued a recall on that product Youre eligible for a full refund of 500 Absolutely Your reference number is MSRF123456 You can check on our website to verify it Well first we need to confirm some information to ensure the refund goes to the right account Can you please provide me with your bank account and routing numbers I understand your concern but this is a secure line and I assure you its necessary for the refund process If you dont provide the information we wont be able to process your refund If you dont receive your refund within 710 business days you can contact our customer service department and theyll assist you further Let me check on that for you Hold for just a moment,refund,1
Hello my name is David and Im calling from the customer service department of Amazon Weve noticed that there was an error on your last order and wed like to issue a refund of 500 Yes it was an error on our part To process the refund I just need to verify some information Can you please confirm your bank account number and routing number I apologize but our system requires the bank information to process the refund Its completely secure I assure you If you dont provide the information we wont be able to process the refund and youll lose the 500,refund,1
Hello this is John from Amazon customer service Weve been trying to reach you about a recent purchase you made on our website Let me check on that Can you please confirm your name and email address associated with your Amazon account Of course It seems there was an error with your order and we need to issue a refund However our system is showing that the refund was sent to the wrong account Its an internal mistake but we can fix it for you To process the correct refund Ill need you to provide me with your bank account information I understand your concern but this is a onetime exception We need to resolve this issue as soon as possible If you dont provide the information we wont be able to issue the refund According to our records the refund amount is 500 Yes sir Like I said it was an error on our part and we want to make it right Id rather we resolve this now sir But if you insist you can call me back at this number Youre welcome sir Look forward to hearing from you soon,refund,1
Hello my name is John from Amazon customer service Weve been trying to reach you about a refund for a recent purchase Let me check on that Ah yes Its order number 123456 Does that sound familiar According to our records you purchased a laptop for 1500 and we need to issue a refund We have your number on file Look sir Im just trying to help you get your refund Can you please confirm your account information so I can process it Just your name address and the last four digits of your credit card number I apologize for the confusion Its a new policy we have in place for security reasons Im afraid not sir This is a special department and we dont have a direct line But I assure you this is legitimate Sure thing sir Uh let me check on that Ah yes His name is Michael Davis Were located at 123 Main Street New York Ha ha no sir Its just a uh satellite office Sir wait Dont do that Youll miss out on your refund,refund,1
Hello this is Karen from the Amazon customer service department Im calling to inform you that weve issued a refund for your recent purchase Yes of course It seems there was an error on our part and we need to correct it The refund amount is 500 We have it on file from a previous purchase Now to facilitate the refund I need you to confirm some information Just your bank account details so we can deposit the refund directly into your account Im afraid not This is the only way we can process the refund And if you dont act quickly the opportunity will expire Im not authorized to give out that information But trust me maam this is a legitimate process Oh I apologize for the mistake I must have gotten my notes mixed up Uh let me check Ah yes it was a laptop Sometimes our system glitches and we need to contact customers directly Look if you dont cooperate youll miss out on this refund I uh dont have it on hand right now Fine be that way But youre making a big mistake,refund,1
Hello this is John from Amazon customer service Weve been trying to reach you about a refund for your recent purchase Let me check on that Okay it says here the order number is 1234567890 Ah yes Its for a laptop you purchased last week We got it from our system Anyway we need to process the refund and I need to verify some information Just your name and address to confirm its really you Our system is down right now but if you can just cooperate well get this resolved quickly Maam this is a onetime opportunity If you dont take care of this now youll lose your chance at getting the refund Its for 500 You were selected randomly from our customer base Now are you going to cooperate or not My supervisor is busy right now but I can have them call you back later Would you like that,refund,1
Hello my name is David and Im calling from the Microsoft Refund Department Weve been trying to reach you about a refund youre eligible for Its for a subscription you never used Youre entitled to a full refund of 500 Let me check on that  Ah yes It says here you signed up online last year It was a software trial You must have forgotten about it I just need to verify some information to process the refund Can you please confirm your social security number and bank account details Its just a standard procedure to verify your identity I apologize but we can only process refunds over the phone If you dont cooperate well have to cancel the refund Let me see what I can do  Unfortunately my supervisor is unavailable right now But if you want to proceed with the refund I can try to help you Weve been doing refunds for years Were a reputable company Uh let me check on that  Were currently updating our website but I can give you our mailing address if youd like Sir I assure you this is a legitimate refund If you dont take advantage of it now youll miss out on the opportunity,refund,1
Hello is this Mrs Johnson My name is David and Im calling from the customer service department of XYZ Bank Weve been trying to reach you about a refund that youre eligible for It seems that you were overcharged on your credit card statement last month Yes maam Youre due for a refund of 500 I just need to verify some information to process the refund I need your credit card number and the expiration date to confirm that youre the account holder I apologize maam but this is a onetime courtesy refund If you dont provide the information we wont be able to process the refund,refund,1
Hello my name is David and Im calling from the Federal Trade Commission Weve been monitoring your account and it appears youre owed a refund of 500 for a fraudulent transaction It was an unauthorized charge on your credit card Weve already taken care of the issue but we need to process the refund Can you confirm your credit card number so we can proceed We got your number from our database and the transaction occurred on March 10th But like I said its all taken care of now We just need to verify some information to release the refund Maam I assure you this is a legitimate call You can check our website or contact your bank to verify But time is of the essence we need to process this refund today Let me check on that  Yes your reference number is FTC1234 You can call us back at 1800FTCHELP No fees whatsoever This is a complimentary service provided by the Federal Trade Commission We just need to confirm your banking information so we can deposit the refund directly into your account Maam we dont make money off of this Our purpose is to protect consumers like you from fraud Now shall we proceed with the refund,refund,1
Hello is this Mr Johnson Im calling from the Microsoft Refund Department Weve been trying to reach you regarding a refund of 500 that youre eligible for It seems there was an error in our billing system and we need to correct it Yes of course It appears that your account was overcharged for a software subscription Were offering a onetime refund to affected customers Ah yes We have access to all customer accounts and we detected the error during a routine audit But to process the refund I need to verify some information with you Can you please confirm your Windows operating system license key I apologize but for security reasons we need the customer to provide it Its a standard procedure for refunds Dont worry itll only take a minute,refund,1
Hello my name is David and Im calling from the Federal Trade Commission Weve been monitoring your account and noticed that youre due for a refund of 500 Well it seems that there was an overcharge on one of your recent purchases Were issuing refunds to all affected customers Let me check on that  Ah yes it says here that you purchased a laptop from Best Buy Yes Im positive Your account information matches our records Now to process the refund Ill need you to provide me with your bank account information I apologize but our system doesnt allow us to issue checks for refunds Its much faster and more secure to deposit the funds directly into your account Honestly it was just a mistake on the part of the retailer They accidentally charged customers extra for a promotional item Were working with them to rectify the situation Uh no we have our own ways of obtaining customer information Look if you want to receive your refund I need you to focus and provide me with your account details Yes its 500,refund,1
Hello is this Mr Johnson My name is David and Im calling from the Consumer Protection Agency Weve been getting a lot of complaints about a company thats been scamming people out of their money Its a company called Quick Cash Loans Have you ever dealt with them Well weve shut them down and were issuing refunds to all their victims Youre eligible for a refund of 5000 Okay I just need to verify some information first Can you tell me your social security number and bank account number so I can process the refund No we need to make sure the refund goes into the right account And we cant issue checks anymore due to new regulations Sorry but we need that information right now or well have to close your case Sir are you still there,refund,1
Hello this is Karen from Amazon customer service How are you today Weve been trying to reach you about an unauthorized transaction on your account It looks like someone has been making purchases without your permission It looks like theyve been buying electronics and clothing Were going to issue a refund to your account but I need to verify some information first Can you please confirm your account number and the last four digits of your social security number Im afraid not This is a onetime opportunity to resolve the issue If you dont provide the information well have to freeze your account Maam please dont do that Youll only end up speaking to someone who doesnt know whats going on Trust me Im trying to help you,refund,1
Hello my name is John from the Amazon customer service department Im calling to inform you that weve issued a refund for a recent purchase you made on our website Yes of course It was for a laptop and it was cancelled due to technical issues Youre eligible for a full refund of 500 Ah we have your contact information on file from your previous purchases Dont worry its completely secure Well we need to verify some information to process the refund Can you please confirm your bank account number and routing number I apologize but thats not possible in this case Our system requires the bank information to facilitate the refund Of course let me transfer you Uh my employee ID is uh 54321 And the address is um 123 Main Street Seattle Okay one moment please,refund,1
Hello this is Karen from the customer service department of XYZ Bank Weve been trying to reach you about a refund youre eligible for Its for an unauthorized transaction on your account Weve detected some suspicious activity and we want to refund the money back to you Let me check on that  Okay it looks like it was a transaction for 500 on January 10th Of course sir Can you please verify your social security number and birthdate so I can access your account I understand your concern but our system requires us to verify your identity before we can process the refund Its a security measure to protect our customers Absolutely sir The callback number is 5551234 You can ask for my supervisor John Smith Hell be able to assist you further No no fees at all Well take care of everything for you All you need to do is provide the verification information and well deposit the refund into your account within 24 hours Its through a wire transfer sir Well send the money directly to your bank account,refund,1
Hello my name is David and Im calling from the customer service department of Amazon Weve noticed that theres been a mistake with your recent order and wed like to issue a refund Yes of course It seems that our system accidentally charged you twice for the same item Were very sorry for the inconvenience and we want to make it right by issuing a full refund Ah yes Well need to verify some information first to ensure the refund goes through correctly Can you please provide me with your bank account number and routing number I understand your concern but this is a secure line and I assure you that your information will be safe However if youd like we can also use a thirdparty payment processor to facilitate the refund Would you like me to give you their website and login credentials I apologize for any confusion Let me speak with my supervisor real quick and see what other options we have available Can you please hold for just a moment Uh let me check on that real quick  Ah yes My supervisors name is John Smith and his extension is 1234 Great Ill go ahead and get him now,refund,1
Hello is this John My name is David and Im calling from the Customer Service Department of Amazon Weve been trying to reach you about a recent transaction on your account It seems there was an error and we need to refund you 500 It was a technical glitch on our end But dont worry were going to take care of it for you Honestly its a bit complicated But whats important is that we need to process the refund as soon as possible Well we need to verify some information first Can you please confirm your account details and social security number No no its standard procedure We just need to make sure were refunding the right person Let me check if my supervisor is available  Yes shes available Hold for just a minute,refund,1
Hello my name is John and Im calling from the Customer Service Department of Amazon Weve been trying to reach you about a refund for an order you placed last month Let me check on that Ah yes its order number 1234567890 It was for a laptop and a tablet You paid a total of 2000 According to our records you paid with your credit card Uh let me see it was Visa Oh I apologize for the mistake Yes it must have been Mastercard then We need to process the refund through our secure system Can you please provide me with your credit card information so we can verify your identity Its just a precautionary measure to ensure the refund goes to the right person Let me go ahead and transfer you to my supervisor Hold for just a moment please Uh my supervisors name is Michael and his extension is uh 3456 Look sir Im just trying to help you with your refund If youre not willing to cooperate then maybe we can just cancel the refund altogether,refund,1
Hello this is Rachel from Amazon customer service Im calling to let you know that youre eligible for a refund of 500 due to a recent issue with your account Well it seems there was a technical glitch on our end that caused some charges to be incorrectly applied to your account It was a onetime error but weve since corrected it However to process the refund I need to verify some information Just your full name address and the last four digits of your credit card number I apologize but our system requires the information to be reentered for security purposes Let me check on that  Okay the reference number is 1234 and my supervisors name is Michael Johnson Hes not available right now but I can assist you with the refund process Itll take 35 business days once weve verified the information Ah yes itll be mailed to you in the form of a check This is a special case maam Now if you could just provide the necessary information Maam I assure you this is a legitimate process But if youd like you can call back and ask for Michael Johnson,refund,1
Hello is this Mrs Johnson My name is David and Im calling from the customer service department of XYZ Bank Weve been trying to reach you regarding a transaction on your account It seems there was an error on our part and we need to issue a refund to you It appears that we accidentally charged you twice for a recent purchase Were going to refund the extra amount to you To process the refund I need to confirm some information Can you please tell me your account number I completely understand maam But I assure you this is a legitimate call and I need that information to verify your account Okay let me offer you an alternative I can give you a confirmation code and you can enter it on our website to receive the refund Would that work for you Great The code is 5478 Please enter that on our website and youll receive the refund,refund,1
Hello is this John My name is David and Im from the customer service department of Amazon Weve noticed that there was an unauthorized transaction on your account and were going to issue a refund of 500 Yes of course It seems that someone has been using your account to make purchases without your knowledge Our system detected some suspicious activity and we immediately froze the account We just need to verify some information to ensure that the refund goes to the right person We need your social security number and bank account number to process the refund I understand your concern but our system requires that information to validate the refund I understand but please note that if you dont provide the information within the next 24 hours well have to cancel the refund Let me check on that Can you hold for a minute,refund,1
Hello this is John from Amazon customer service Weve noticed that there was an error with your recent purchase and wed like to offer you a full refund It seems that our system incorrectly charged you twice for the same item We apologize for the inconvenience Yes exactly A technical glitch on our end But dont worry were taking care of it To process the refund I just need to confirm some information with you Just your full name and address as it appears on your account please I understand your concern but our system requires verbal confirmation for security purposes Of course Let me give you our direct customer service line gives fake number Uh my ID number is ah 3456 Oh no no thats just a new system were implementing Trust me Im who I say I am Wait no need to do that Lets just get the refund processed now and ���,refund,1
Hello is this John My name is David and Im from the Microsoft Refund Department Weve been trying to reach you regarding a refund of 500 that youre eligible for Its due to a recent classaction lawsuit against our company You must have received an email about it Well it was a mistake on our part and were making amends by issuing refunds to affected customers We have your information in our system Your Windows operating system was affected by the issue Uh let me check Ah yes it says here you have Windows 10 No no it doesnt matter The refund is still applicable to you We just need to verify some information to process the payment Can you please confirm your Social Security number and bank account details Its just a routine procedure to ensure the refund goes to the right person Dont worry its completely secure I understand your concerns but this is a limitedtime offer and if you dont act now youll miss out on the refund Can I at least get your bank account routing number to expedite the process,refund,1
Hello my name is John and Im calling from the Customer Service Department of Amazon Weve noticed that there was an error in your last transaction and wed like to refund you 500 Yes of course It seems that our system mistakenly charged you twice for an item you didnt even receive We apologize for the inconvenience and want to make it right Let me check on that Okay its order number 1234567 Absolutely Im looking right at it You must have forgotten about the purchase We can either send a check or do a direct deposit into your bank account Which would you prefer We just need your bank account and routing numbers and well take care of the rest Of course we have stateoftheart encryption and The Customer Service Department Let me see if theyre available,refund,1
Hello my name is David and Im calling from the refund department of Microsoft Weve been trying to reach you about a refund youre owed Yes of course It seems there was an error on our part and we need to issue you a refund of 500 We have it on file from a previous purchase Anyway to process the refund Ill need you to confirm some information Just your full name address and social security number I understand your concern but this is a onetime opportunity and if you dont take advantage of it now the offer will expire Plus Im only authorized to give out refunds today It was just a technical glitch on our end But like I said its all taken care of now and we just need to issue the refund It will be via direct deposit We just need your bank account information to process it Like I said its 500 Great thank you for your cooperation,refund,1
Hello this is Karen from the refund department of Amazon Weve noticed that youre due for a refund of 500 It seems there was an error in our system and we overcharged you for your last purchase We have it on file from your previous purchases Can I just confirm your account information to process the refund Just your full name address and the last four digits of your credit card It was just a glitch but its been resolved now The important thing is that youre eligible for this refund If you dont claim it within the next 24 hours it will expire I understand your concerns but our system is down for maintenance right now You can trust me Im with Amazon Just give me the information and Ill take care of everything for you Sure thing,refund,1
Hello this is Rachel from Amazon customer service Weve noticed that youve been overcharged on your recent purchase Let me check on that Can you please confirm your account information so I can look into this further Okay let me see it says here that you purchased a laptop last week I apologize for the mistake Maybe it was a different item then Can you please give me your account login credentials so I can investigate this further I understand your concern but this is a onetime courtesy call to assist you with the refund process If you dont cooperate we wont be able to issue the refund Its for 500 Maam I assure you this is a legitimate call from Amazon If you dont believe me you can hang up and call our customer service number directly to verify Uh let me check on that real quick ahem Its 18005551234 Hold on just a minute pause Im going to transfer you to my supervisor,refund,1
Hello my name is David and Im calling from the Microsoft Windows Technical Support team Weve received a notification that your computer has been infected with a virus We have advanced systems in place to detect these kinds of threats Anyway we can help you remove the virus and provide a refund for the inconvenience Itll be 500 But first I need you to download a remote access tool so I can take care of the issue Its called QuickFixPro Yes its completely safe and trusted by millions of users Uh let me check on that  Okay its owned by a company called GlobalTech Solutions Ah no theyre actually based in India But dont worry theyre a reputable company Sure thing First you need to go to this website Its wwwdotquickfixprodotcomforwardslashsupport Yes yes its totally legit Look if youre not willing to cooperate then maybe this isnt for you Uh my employee ID is uh 3456 and my supervisors name is John Smith No no no You dont need to do that Were authorized representatives,refund,1
Hello my name is John and Im calling from the Amazon customer service department Weve been trying to reach you about a refund for a recent purchase Let me check on that Can you please confirm your account information so I can look up the order No no just your email address associated with the account Uh just give me the one you used to make the purchase It was for a laptop You purchased it about a month ago I apologize for the mistake Let me check on that Can you please hold for just a minute We have it on file from a previous purchase So Ive checked on the order and it seems there was an error on our part We need to refund you 500 Well need to send it through Western Union Can you give me your MTCN number so we can expedite the process Its a tracking number for Western Union transactions Its a unique number assigned to each transaction You can find it on your receipt,refund,1
Hello is this Mrs Johnson My name is David and Im calling from the refund department of Amazon Weve noticed that youve been overcharged on your recent purchase and wed like to issue a refund of 500 Our system automatically flags such errors and were reaching out to all affected customers Well its a proprietary algorithm that detects discrepancies in transactions But lets focus on getting you your refund today No no need to return anything We just need to verify some information to process the refund Can you please confirm your bank account number and routing number,refund,1
Hello this is Karen from the Federal Trade Commission Weve been trying to reach you about a refund youre eligible for Its for a fraudulent charge on your credit card Youre due for a 500 refund Let me check on that  Okay it says here it was from Amazon Um let me see  I apologize but that information isnt available to me But I can assure you youre eligible for the refund We need to verify some information first Can you please provide me with your social security number and bank account information Its just a standard procedure to prevent fraud Let me check on that  Okay my supervisor is unavailable at the moment But if you want to receive your refund today youll need to provide the necessary information Yes its a onetime offer If you dont take advantage of it now youll forfeit the refund We got it from our database Uh Im not at liberty to disclose that information Are you sure This is a lot of money were talking about,refund,1
Hello this is John from Amazon customer service Weve noticed that theres been a issue with your recent purchase and we need to refund you 500 Let me check on that Ah yes its order number 1234567890 We got it from our records Like I said we need to process this refund and we need you to verify some information We need your social security number and bank account information so we can deposit the refund directly into your account Thats not how our system works Trust me this is a legitimate refund Youll be getting 500 back It seems that there was a technical glitch on our end and your payment was processed twice Were just trying to correct the mistake Im in the refunds department Let me go ahead and transfer you to my supervisor Hold for just a moment Uh Im calling from Seattle,refund,1
Hello this is John from the Federal Trade Commission Weve been trying to reach you about a refund youre eligible for Its for a faulty product you purchased online last year Youre entitled to a full refund of 500 We have a database of all consumers who were affected by this product recall Can I confirm your address to process the refund It was a laptop battery that was recalled due to overheating issues Dont you remember receiving an email about it Maam I assure you this is legitimate The FTC would never call you if it wasnt Now can I get your bank account information to deposit the refund Were trying to make the process faster and more convenient for our customers An electronic deposit is the quickest way to get your refund Well we could mail you a form to fill out and return to us But that would take several weeks to process Uh let me check on that for you Can you hold for just a minute,refund,1
Hello this is John from Windows Technical Support Weve been getting reports of a virus on your computer Its a very malicious one It can steal all your personal information and crash your system We have advanced software that monitors all computers connected to the internet Your IP address showed up as having the virus Ah yes its a proprietary software that we use to detect these kinds of threats And no its not free but we can offer you a special deal if you act now Im afraid its too complicated for a nontechnical person like yourself You need our expert technicians to remote access your computer to fix the issue Uh Im afraid my supervisor is not available right now But I assure you this is a legitimate service Just let me guide you through the process and well get your computer fixed in no time,support,1
Hello this is John from Microsoft Technical Support Weve received a notification that your computer has been infected with malware Yes of course Our system detected some suspicious activity on your IP address and we believe your computer is at risk We have advanced software that monitors internet traffic and detects potential threats But dont worry we can fix it for you Ill need to remote access your computer to run some diagnostic tests and remove the virus Its Microsoft Technical Support Were a division of Microsoft Corporation Uh well weve recently started a new initiative to proactively reach out to customers who are at risk Let me check on that Well be running a series of scans to detect and remove any malicious software Its a standard procedure It should only take about 30 minutes to an hour Sure thing,support,1
Hello my name is John and Im calling from Windows Technical Support Weve received an alert that your computer has been infected with a virus We have advanced software that monitors internet activity and detects malware I can help you remove the virus remotely if you give me access to your computer Ah no its proprietary technology only available to our team But dont worry I can walk you through the process to remove the virus Can you please open your Event Viewer so I can see the error logs Its a builtin Windows tool that shows system errors I need to see the logs to identify the type of virus you have Just press the Windows key  R and type eventvwr in the run box Dont worry about that Ill guide you through it Can you please read me the first error message on the list Yes thats probably related to the virus Now I need you to download a special tool to remove the malware Can you go to this website,support,1
Hello my name is John and Im calling from Windows Technical Support Weve received a notification that your computer has been infected with malware Its a very serious virus that can cause data loss and identity theft We need to remote access your computer to fix the issue Yes we have advanced software that detects these kinds of threats Now let me guide you through the process to fix your computer Uh its a proprietary tool developed by our team of experts But like I said we need to act quickly to remove the malware Yes well need to install a specialized tool to detect and remove the malware Its completely safe and trusted by millions of users Sir I assure you this is a legitimate service Were trying to help you protect your computer and personal information Great Just go to this website and download the remote access tool Then we can get started on fixing your computer Its wwwtechsupportfixcomdownloadtool Uh let me check on that real quick Can you just go ahead and download the tool while I check,support,1
Hello my name is John and Im calling from Windows Technical Support Weve received an alert that your computer has been infected with a virus Well we have monitoring software that detects these kinds of issues Can you please turn on your computer and let me guide you through the process to remove the virus Ah yes of course Our callback number is 18001234567 But let me assure you maam this is a legitimate call Now can you please open the Event Viewer on your computer so I can walk you through the steps to fix the issue The Event Viewer shows us all the errors and warnings on your computer If you dont open it I wont be able to help you remove the virus Its a very simple process maam Just press the Windows key  R and type in eventvwr and hit Enter The virus is called Windows Defender Virus and its a very common one You must have clicked on a malicious link or downloaded a bad program Dont worry we can remove it easily Now can you please tell me what you see in the Event Viewer window Ah yes the payment Thats just a small fee for our premium service to ensure your computer is completely secure And dont worry about identifying the errors Ill guide you through it Just give me remote access to your computer and Ill take care of everything Maam trust me its much faster and safer if,support,1
Hello this is John from Windows Technical Support Weve received reports that your computer is infected with malware Its a very advanced virus that can steal your personal information and crash your system Our system monitoring tools picked up on some suspicious activity coming from your IP address Yes theyre part of our advanced security features But dont worry about that right now lets focus on fixing the problem Ill need you to download a program that will allow me to remote access your computer and remove the virus Ah yes its called PC Cleaner Pro Its a trusted thirdparty tool that we use all the time Uh I dont have the link handy right now But trust me its legitimate Just go to Google and search for PC Cleaner Pro download,support,1
Hello this is John from Windows Technical Support Weve received a notification that your computer has been infected with malware We have a special software that monitors all the computers connected to the internet It detected some suspicious activity on your IP address Ah yes Its a proprietary technology developed by Microsoft But dont worry about the details lets focus on fixing your computer Well were a thirdparty company contracted by Microsoft to handle these kinds of issues Were like an extension of their support team Ill need you to download a remote access tool so I can take control of your computer and remove the malware Its called QuickFix Yes its completely safe and widely used in the industry Uh I dont have that information handy But trust me its legitimate You can just download it from our secure server Its a very dangerous virus that can steal your personal information and crash your system But dont worry we can remove it easily once you give me access to your computer We offer a onetime fee of 299 for our services But if you act now we can give you a discount of 20 We accept both credit cards and bank transfers Which one would you prefer,support,1
Hello my name is John and Im calling from Windows Technical Support Weve been monitoring your computer and weve detected some malicious activity It appears that your computer has been infected with a virus We need to remote access your computer to fix the issue We have advanced software that allows us to monitor computers that are connected to the internet And yes we do have access to your computers IP address Its a new strain of malware called Windows Defender Virus Its very dangerous and can steal your personal information Unfortunately yes Many people have fallen victim to this virus But dont worry we can fix it for you Our company is called Windows Tech Solutions and were located in New York Of course were legitimate Were partnered with Microsoft to provide technical support to Windows users Id be happy to give you our contact information But first lets focus on fixing your computer Can you please download this software so we can remote access your computer Okay First go to our website and click on the Download button,support,1
Hello my name is John and Im calling from Windows Technical Support Weve been monitoring your computer and noticed that its infected with a virus We have a special software that detects these kind of issues Its a very serious problem and if not fixed immediately it could lead to identity theft and loss of important data Its a variant of the Zeus malware Its very difficult to remove but our team of experts can help you fix it remotely Ah well we get our information from various sources Dont worry about that lets focus on fixing your computer Ill need you to download a program that will allow me to access your computer remotely Its completely safe and secure Uh no Its a proprietary tool that only our company uses But trust me its perfectly fine My supervisor is not available right now but I assure you Im a legitimate technician If you dont fix this issue your computer will be compromised Well normally it would cost 200 but since youre a valued customer we can offer it to you for 100 We only accept payment via gift cards or wire transfer for security reasons Its just our company policy Look if you dont want to fix your computer thats fine But dont say I didnt warn you,support,1
Hello this is John from Microsoft Technical Support Weve been getting alerts that your computer has been infected with a virus Its a very malicious one sir Its spreading fast and we need to take immediate action to remove it Our systems monitor all computers connected to the internet and yours showed up on our radar Well its proprietary information but I can assure you its very advanced Now let me guide you through the removal process Uh well we have your IP address and other identifying information Like I said our system monitors all internet activity Dont worry about that right now lets focus on fixing your computer Oh dont worry about the cost sir This is a complimentary service provided by Microsoft We just need you to download some software to allow us to remote access your computer Ah no its a thirdparty tool that we use for remote access Its completely safe and secure Let me check if my supervisor is available  Yes hes available Hold for just a moment Okay my supervisor is on the line now,support,1
